Series,Episode,Task,Description,Contestant,Score
Series 10,Episode 9: Air Horn Andy. (10 December 2020),3,"Complete the most tasks. There is one task behind each door. You may choose the order to open the doors. You may only move when the doors are moving and you must stay on this side of the white line. During the task, you must tell Alex which door to open within one minute of the previous door closing.",Daisy May Cooper,5
Series 10,Episode 9: Air Horn Andy. (10 December 2020),4,Work out how many balls are in the basket. Every ball must be in the basket when you make your guess.,Daisy May Cooper,5
Series 10,Episode 9: Air Horn Andy. (10 December 2020),5,Live: Draw this monster the Taskmaster is going to describe.,Daisy May Cooper,3
Series 10,Episode 10: Dog meat trifle. (17 December 2020),1,Prize: Greatest collection.,Daisy May Cooper,4
Series 10,Episode 10: Dog meat trifle. (17 December 2020),2,"Put these wellies on the spider's feet. You must carry a welly at all times, but you must never carry more than three wellies. You must not cut, untie or snap the twine.",Daisy May Cooper,5
Series 10,Episode 10: Dog meat trifle. (17 December 2020),3,Team: Perform this song.,Daisy May Cooper,5
Series 10,Episode 10: Dog meat trifle. (17 December 2020),4,Neatly hang all of Bernard's clothes on that coat rail. You must stay behind the line at all times.,Daisy May Cooper,1
Series 10,Episode 10: Dog meat trifle. (17 December 2020),5,"Live: Wearing mittens at all times, balance either all the mints or all the biscuits on a spaghetti bridge. The mints or biscuits must only touch spaghetti. The spaghetti must be balanced on the coconuts. The coconuts must remain on their stands.",Daisy May Cooper,0
Series 10,Episode 10: Dog meat trifle. (17 December 2020),T,How many green eggs are under the Taskmaster's chair?,Daisy May Cooper,–
Series 10,Episode 1: God's haemorrhoid. (15 October 2020),1,Prize: Nicest thing to put in your mouth.,Johnny Vegas,3
Series 10,Episode 1: God's haemorrhoid. (15 October 2020),2,Knock the coconut off its perch.,Johnny Vegas,DQ
Series 10,Episode 1: God's haemorrhoid. (15 October 2020),"Put all these drinks on the table in the caravan without spilling a drop. Also, you must be clutching this teddy at all times. Also, you must not walk on the grass while holding drinks.",,Johnny Vegas,
Series 10,Episode 1: God's haemorrhoid. (15 October 2020),3,Make the largest object properly vanish. You may not use any editing trickery.,Johnny Vegas,4
Series 10,Episode 1: God's haemorrhoid. (15 October 2020),4,"Land the most egg in the frying pan. You may not throw any egg, you must stay on this balcony and you may only use the contents of one of these boxes.",Johnny Vegas,0
Series 10,Episode 1: God's haemorrhoid. (15 October 2020),5,"Live: Get the most balls in your bucket. At the end of the task, all the balls in your bucket must be the same colour as each other. You will lose 5 points for every different coloured ball in your bucket. You may only touch your litter pickers and you must stay on your spot at all times.",Johnny Vegas,3
Series 10,Episode 2: A documentary about a despot. (22 October 2020),1,Prize: Best thing with loads of holes in it.,Johnny Vegas,1
Series 10,Episode 2: A documentary about a despot. (22 October 2020),2,Team: Find the treasure. Do not break the box.,Johnny Vegas,–
Series 10,Episode 2: A documentary about a despot. (22 October 2020),Special: Make one different noise for ten seconds every minute for 20 minutes. Each noise must be slightly louder than the last and you must make no other noise during the 20 minutes. You must stay on this chair throughout the 20 minutes.,–,Johnny Vegas,–
Series 10,Episode 2: A documentary about a despot. (22 October 2020),3,"Make the best portrait of the Taskmaster and his favourite toy using only balloons, pegs, and your own clothes. Your portrait must fill this frame.",Johnny Vegas,5
Series 10,Episode 2: A documentary about a despot. (22 October 2020),4,Get all the exercise balls in the hoops. You may not move the hoops or get out of the boat.,Johnny Vegas,2
Series 10,Episode 2: A documentary about a despot. (22 October 2020),5,Live: Guess the things that are making the noise.,Johnny Vegas,3
Series 10,Episode 2: A documentary about a despot. (22 October 2020),T,"Select a wind-up toy dinosaur and release it from the starter mark. If it falls off the table, you are disqualified.",Johnny Vegas,–
Series 10,Episode 3: Point of swivel. (29 October 2020),1,Prize: Best thing that probably has a spring in its mechanism.,Johnny Vegas,5
Series 10,Episode 3: Point of swivel. (29 October 2020),2,Make the best upside down film.,Johnny Vegas,5
Series 10,Episode 3: Point of swivel. (29 October 2020),3,"Put all the spaghetti into the grapefruit. The grapefruit may not leave this room. For the last eight minutes, you must stand with both feet on the spot on the floor.",Johnny Vegas,3
Series 10,Episode 3: Point of swivel. (29 October 2020),4,"Catapult this shoe into the bath using a home-made catapult contraption. Only your feet may operate your catapult contraption. You may not move the bath or this red green, and you must build your catapult contraption on this red green.",Johnny Vegas,4
Series 10,Episode 3: Point of swivel. (29 October 2020),5,Team Live: Draw a picture of the object on your card. You may not speak or communicate with with your team mates in any way. You must stay on your spots and not move the canvas or turntable.,Johnny Vegas,0
Series 10,Episode 4: Toshwash. (5 November 2020),1,Prize: Cheekiest food.,Johnny Vegas,1
Series 10,Episode 4: Toshwash. (5 November 2020),2,Make this phone ring.,Johnny Vegas,1
Series 10,Episode 4: Toshwash. (5 November 2020),3,Team: Secretly puts something that looks amazing in your bag.,Johnny Vegas,5
Series 10,Episode 4: Toshwash. (5 November 2020),"Team: Persuade the security guard to look in your bag. You may describe what is in your bag, but you must not say what is in your bag.",,Johnny Vegas,
Series 10,Episode 4: Toshwash. (5 November 2020),4,Drop this water balloon from the greatest height without it bursting. You may not damage the water balloon or remove any water from it.,Johnny Vegas,5
Series 10,Episode 4: Toshwash. (5 November 2020),5,"Live: Roll an edible sphere across the finish line. The person whose edible sphere crosses the finish line first, each round, is eliminated. If your edible sphere stops moving before the finishing line, you are eliminated.",Johnny Vegas,5
Series 10,Episode 5: I hate your trainers. (12 November 2020),1,Prize: Best pointy thing.,Johnny Vegas,3
Series 10,Episode 5: I hate your trainers. (12 November 2020),2,Bag the heaviest thing from the furthest distance. Your attempt ends when you have bagged an item. Your score is the weight of the bagged object in grams multiplied by the distance from the bagging machine in centimetres.,Johnny Vegas,1
Series 10,Episode 5: I hate your trainers. (12 November 2020),3,"Paint a picture of a howling wolf on this teapot. You may not touch the teapot or remove it from the turntable and you may not tamper with the turntable or its power. The turntable will keep speeding up until you have named 20 American states. If you do name 20 American states, the turntable will slow down.",Johnny Vegas,3
Series 10,Episode 5: I hate your trainers. (12 November 2020),4,Do something out of character with this £20.,Johnny Vegas,4
Series 10,Episode 5: I hate your trainers. (12 November 2020),5,Team: Eat the most watermelon. You must be wearing a boiler suit and goggles while you're eating the watermelon. You must not feed yourself.,Johnny Vegas,3
Series 10,Episode 5: I hate your trainers. (12 November 2020),6,Live: Say the most different words without hesitating for more than two seconds. The person who says the fewest words each round is eliminated.,Johnny Vegas,1
Series 10,Episode 6: Hippopotamus. (19 November 2020),1,Prize: Most narcissistic thing.,Johnny Vegas,4
Series 10,Episode 6: Hippopotamus. (19 November 2020),2,"Silently, make the tastiest and prettiest cocktail with the coolest name. If you make any noise over 60 dB, you must pour anything you've prepared into the bucket, shout shout your given phrase at a volume of over 100 dB and start again.",Johnny Vegas,4
Series 10,Episode 6: Hippopotamus. (19 November 2020),3,Draw the animal that is watching you. The animal is wearing a hat. You may not leave this room and you must look in the mirror at all times.,Johnny Vegas,5
Series 10,Episode 6: Hippopotamus. (19 November 2020),4,Get the most water from butt A into butt B. You may not move a butt in the first five minutes.,Johnny Vegas,2
Series 10,Episode 6: Hippopotamus. (19 November 2020),5,"Team Live: Draw the animal named on your card. Each artist may draw three straight lines in their turn. The artist's teammates may have one guess after these three lines. If the guess is incorrect, the other team's artist can draw their straight lines. You may not speak or communicate with your teammates in any way.",Johnny Vegas,4
Series 10,Episode 7: Legit glass. (26 November 2020),1,Prize: Best thing that is bigger at the top than the bottom.,Johnny Vegas,3
Series 10,Episode 7: Legit glass. (26 November 2020),2,"Get to that finish line clutching chicken number 2. Get chicken number 1 across the start line aboard radio-controlled [contestant's name]. You must sit on the office chair at all times. If anything touches the little robots, your attempt is over.",Johnny Vegas,4
Series 10,Episode 7: Legit glass. (26 November 2020),3,Team: Tell your team mate what is in this safe. You may speak into this microphone and they will hear your message played backwards.,Johnny Vegas,–
Series 10,Episode 7: Legit glass. (26 November 2020),Team: Decipher the message to work out what is in this safe.,0,Johnny Vegas,3
Series 10,Episode 7: Legit glass. (26 November 2020),4,"Make the best marble run. After releasing your marble, you may not touch your marble, nor do anything to affect its movement.",Johnny Vegas,2
Series 10,Episode 7: Legit glass. (26 November 2020),5,Live: Communicate to the Taskmaster the item on your card. You may only make noises. You may not use any actions or anything that sounds like a word.,Johnny Vegas,4
Series 10,Episode 7: Legit glass. (26 November 2020),T,Work out how many sheets there are on a loo roll.,Johnny Vegas,✔
Series 10,Episode 8: Moments of silence. (3 December 2020),1,Prize: Best thing with wings.,Johnny Vegas,1
Series 10,Episode 8: Moments of silence. (3 December 2020),2,Fill this cup so that it overfloweth. The cup must remain atop the cup pole at all times. Only liquids may touch the red green.,Johnny Vegas,DQ
Series 10,Episode 8: Moments of silence. (3 December 2020),3,Learn your lines.,Johnny Vegas,4
